id,agency,agency_id,name,start_date,start_day,start_time,end_time,status,url,location_name,street_address,address2,city,state,zip_code,lat,lon
7820,Chicago City Council Committee on Pedestrian and Traffic Safety,13,Committee on Pedestrian and Traffic Safety,2018-01-11,Thursday,11:30:00,13:30:00,Passed,https://www.documenters.org/meetings/committee-on-pedestrian-and-traffic-safety-7820/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
2091,Commission on Chicago Landmarks,108,Commission,2018-01-11,Thursday,12:45:00,14:45:00,Passed,https://www.documenters.org/meetings/commission-2091/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
7811,Chicago City Council Committee on Public Safety,13,Committee on Public Safety,2018-01-11,Thursday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/committee-on-public-safety-7811/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7812,Chicago City Council Committee on Housing and Real Estate,13,Committee on Housing and Real Estate,2018-01-12,Friday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/committee-on-housing-and-real-estate-7812/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7808,Chicago City Council Committee on Finance,13,Committee on Finance,2018-01-12,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-finance-7808/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7810,Chicago City Council Committee on Environmental Protection and Energy,13,Committee on Health and Environmental Protection,2018-01-12,Friday,12:00:00,15:00:00,Passed,https://www.documenters.org/meetings/committee-on-health-and-environmental-protection-7810/,"Room 201A, City Hall",121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
23455,Chicago City Council Committee on Environmental Protection and Energy,13,Committee on Health and Environmental Protection (inactive),2018-01-12,Friday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/committee-on-health-and-environmental-protection-inactive-23455/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7807,Chicago City Council Committee on Education and Child Development,13,Committee on Education and Child Development,2018-01-12,Friday,14:30:00,16:30:00,Passed,https://www.documenters.org/meetings/committee-on-education-and-child-development-7807/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9602,Chicago Teachers Pension Fund,45,Policy Committee,2018-01-14,Sunday,16:30:00,,Passed,https://www.documenters.org/meetings/policy-committee-9602/,,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88589,-87.63176
9601,Chicago Teachers Pension Fund,45,Claims and Service Credit Committee,2018-01-15,Monday,16:30:00,,Passed,https://www.documenters.org/meetings/claims-and-service-credit-committee-9601/,,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88589,-87.63176
15230,Illinois Medical District Commission,72,Illinois Medical District Commission,2018-01-16,Tuesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/illinois-medical-district-commission-15230/,,2100 W Harrison St,Room 106,Chicago,IL,60612,41.8741,-87.67901
7225,Chicago Housing Authority,58,Board of Commissioners,2018-01-16,Tuesday,8:30:00,13:00:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-7225/,,4859 S Wabash,,Chicago,IL,60615,41.80580121,-87.62430541
23450,Chicago Low-Income Housing Trust Fund,51,Board Meeting,2018-01-16,Tuesday,8:30:00,9:30:00,Passed,https://www.documenters.org/meetings/board-meeting-23450/,,2 N La Salle,,Chicago,IL,60602,41.88225,-87.63265
2214,Chicago Public Library,47,Board of Directors,2018-01-16,Tuesday,9:00:00,,Passed,https://www.documenters.org/meetings/board-of-directors-2214/,"Harold Washington Library Center, Multi-Purpose Room, Lower Level",400 S State Street,,CHICAGO,IL,60605,41.87681236,-87.62769831
7154,Chicago Special Service Area #25 Little Village,57,Commission: Monthly,2018-01-16,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/commission-monthly-7154/,LV-Chamber,3610 W 26th St,2nd Floor,Chicago,IL,,41.84462,-87.71532
7848,Chicago Board of Election Commissioners,61,Electoral Board,2018-01-16,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7848/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
7805,Chicago City Council Committee on Budget and Government Operations,13,Committee on Budget and Government Operations,2018-01-16,Tuesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-budget-and-government-operations-7805/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7803,Chicago City Council Committee on Aviation,13,Committee on Aviation,2018-01-16,Tuesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-aviation-7803/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1910,Chicago Community Development Commission,106,Commission,2018-01-16,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/commission-1910/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
956,Chicago Special Service Area #1 State Street,48,State Street Commission,2018-01-16,Tuesday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/state-street-commission-956/,,190 N State St,,Chicago,IL,60601,41.88564333,-87.62867183
873,Chicago Board of Health,44,Board of Health Meeting,2018-01-17,Wednesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-health-meeting-873/,,333 S State St,,Chicago,IL,60604,41.8776,-87.62679
1473,Cook County Board of Commissioners,115,Legislation and Intergovernmental Relations Committee,2018-01-17,Wednesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/legislation-and-intergovernmental-relations-committee-1473/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1472,Cook County Board of Commissioners,115,Business and Economic Development Committee,2018-01-17,Wednesday,9:15:00,11:15:00,Passed,https://www.documenters.org/meetings/business-and-economic-development-committee-1472/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1471,Cook County Board of Commissioners,115,Technology and Innovation Committee,2018-01-17,Wednesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/technology-and-innovation-committee-1471/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1470,Cook County Board of Commissioners,115,Labor Committee,2018-01-17,Wednesday,9:45:00,11:45:00,Passed,https://www.documenters.org/meetings/labor-committee-1470/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
7809,Chicago City Council,13,City Council,2018-01-17,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/city-council-7809/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1469,Cook County Board of Commissioners,115,Zoning and Building Committee,2018-01-17,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/zoning-and-building-committee-1469/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1467,Cook County Board of Commissioners,115,Rules and Administration Committee,2018-01-17,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/rules-and-administration-committee-1467/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1466,Cook County Board of Commissioners,115,Finance Committee,2018-01-17,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/finance-committee-1466/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1465,Cook County Board of Commissioners,115,Homeland Security and Emergency Management Committee,2018-01-17,Wednesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/homeland-security-and-emergency-management-committee-1465/,,118 North Clark Street,Part 2 of 2,Chicago,IL,,41.88382,-87.63121
6035,Metra,21,Metra January 2018 Board Meeting,2018-01-17,Wednesday,10:33:00,12:33:00,Passed,https://www.documenters.org/meetings/metra-january-2018-board-meeting-6035/,,547 West Jackson Boulevard,,Chicago,IL,,41.87771,-87.64143
1464,Cook County Board of Commissioners,115,Asset Management Committee,2018-01-17,Wednesday,10:45:00,12:45:00,Passed,https://www.documenters.org/meetings/asset-management-committee-1464/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1463,Cook County Board of Commissioners,115,Board of Commissioners,2018-01-17,Wednesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1463/,,118 North Clark Street,Cook County Building Board Room Part 2 of 2,Chicago,IL,,41.88382,-87.63121
1462,Cook County Board of Commissioners,115,Finance Committee,2018-01-17,Wednesday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/finance-committee-1462/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
24341,Chicago Special Service Area #33 Wicker Park & Bucktown,93,SSA Commissioners Meeting,2018-01-17,Wednesday,19:00:00,20:30:00,Passed,https://www.documenters.org/meetings/ssa-commissioners-meeting-24341/,,1425 N Damen Ave,,Chicago,IL,,41.90799,-87.67674
24340,Chicago Special Service Area #43 Devon Avenue,96,Commission,2018-01-18,Thursday,14:30:00,16:30:00,Passed,https://www.documenters.org/meetings/commission-24340/,,2949 W Devon Ave,,Chicago,IL,60659,41.99731,-87.70392
8012,Regional Transportation Authority,23,Planning & Administration Committee,2018-01-18,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/planning-administration-committee-8012/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
8013,Regional Transportation Authority,23,Finance Committee,2018-01-18,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-8013/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
8014,Regional Transportation Authority,23,Board of Directors,2018-01-18,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-directors-8014/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
8015,Regional Transportation Authority,23,Compensation & Human Resources Committee,2018-01-18,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/compensation-human-resources-committee-8015/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
23457,Municipal Employees' Annuity and Benefit Fund of Chicago,76,Retirement Board,2018-01-18,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23457/,,321 N Clark St,Suite 700,Chicago,IL,60654,41.88827,-87.63087
3163,Chicago Plan Commission,109,Commission,2018-01-18,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/commission-3163/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
6336,Chicago Special Service Area #42 71st St/Stony Island,52,SSA #42 Commission,2018-01-18,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/ssa-42-commission-6336/,,1750 E 71st St,,Chicago,IL,60649,41.76643,-87.58168
1683,Metropolitan Water Reclamation District of Greater Chicago,28,Board of Commissioners,2018-01-18,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1683/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
1682,Metropolitan Water Reclamation District of Greater Chicago,28,Committee of the Whole,2018-01-18,Thursday,10:35:00,12:35:00,Passed,https://www.documenters.org/meetings/committee-of-the-whole-1682/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
1461,Cook County Board of Commissioners,115,Cook County Commission on Social Innovation,2018-01-18,Thursday,16:00:00,18:00:00,Passed,https://www.documenters.org/meetings/cook-county-commission-on-social-innovation-1461/,,118 North Clark Street,County Building Room 567,Chicago,IL,60602,41.88384,-87.6313
861,Chicago Police Board,116,Police Board,2018-01-18,Thursday,19:30:00,,Passed,https://www.documenters.org/meetings/police-board-861/,Chicago Public Safety Headquarters More services More services More services More services More services More services More services More services,3510 South Michigan Avenue,,,,,41.83063,-87.62378
16526,Cook County Health and Hospitals System,9,Finance Committee,2018-01-19,Friday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-16526/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
1140,Chicago Zoning Board of Appeals,110,Board of Appeals,2018-01-19,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-appeals-1140/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
16525,Cook County Health and Hospitals System,9,Quality and Patient Safety Committee,2018-01-19,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/quality-and-patient-safety-committee-16525/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
23464,Chicago Transit Authority,25,Employee Retirement Review Committee,2018-01-22,Monday,13:30:00,16:30:00,Passed,https://www.documenters.org/meetings/employee-retirement-review-committee-23464/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
24342,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Arts Committee - 2018 Meetings,2018-01-23,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/arts-committee-2018-meetings-24342/,,1414 N Ashland Ave,,Chicago,IL,60622,41.90748,-87.66791
15239,Metropolitan Pier and Exposition Authority,73,Board of Directors,2018-01-23,Tuesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-15239/,,301 E Cermak Rd,Boardroom 5th Floor,Corporate Chicago,IL,60616,41.85276,-87.62051
7846,Chicago Board of Election Commissioners,61,Electoral Board,2018-01-23,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7846/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
23458,Laborers' and Retirement Board Employees' Annuity and Benefit Fund of Chicago,74,Retirement Board,2018-01-23,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23458/,,321 N Clark St,,Chicago,IL,,41.88827,-87.63087
24051,Chicago Special Service Area #34 Uptown,90,Advisory Commission,2018-01-23,Tuesday,16:30:00,18:30:00,Passed,https://www.documenters.org/meetings/advisory-commission-24051/,,4753 N Broadway,First Floor Conference Room,Chicago,IL,60640,41.96861,-87.65941
23469,Firemen's Annuity and Benefit Fund of Chicago,77,Investment Committee,2018-01-24,Wednesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/investment-committee-23469/,,20 S Clark St,Suite 1400,Chicago,IL,60602,41.88128,-87.63117
8119,Chicago Public Schools Board of Education,42,Public hearing,2018-01-24,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/public-hearing-8119/,Videos Presentations,,,,,,41.88205778,-87.62907571
8120,Chicago Public Schools Board of Education,42,Board of Education,2018-01-24,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-education-8120/,,42 W Madison St,Board Room,Chicago,IL,60602,41.88205778,-87.62907571
8118,Chicago Public Schools Board of Education,42,Finance and Audit Committee Meeting,2018-01-24,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-and-audit-committee-meeting-8118/,Videos Presentations,,,,,,41.88205778,-87.62907571
6359,Chicago Special Service Area #17 Central Lakeview,53,SSA #17 Commission,2018-01-24,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/ssa-17-commission-6359/,,3208 N Sheffield Ave,,Chicago,IL,60657,41.94031,-87.6545
23467,Chicago Low-Income Housing Trust Fund,51,Outreach Committee,2018-01-25,Thursday,9:00:00,22:00:00,Passed,https://www.documenters.org/meetings/outreach-committee-23467/,,121 N La Salle,Room 1006,Chicago,IL,60602,41.88369172,-87.63239456
7802,"Chicago City Council Committee on Zoning, Landmarks and Building Standards",13,"Committee on Zoning, Landmarks and Building Standards",2018-01-25,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-zoning-landmarks-and-building-standards-7802/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
6736,Chicago Special Service Area #5 Commercial Avenue,50,Regular Commission,2018-01-25,Thursday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/regular-commission-6736/,,3030 E 92nd St,,Chicago,IL,60617,41.72830953,-87.54945966
27082,Chicago Midway Noise Compatibility Commission,121,Midway Noise Compatibility Commission Meeting,2018-01-25,Thursday,18:30:00,20:30:00,Passed,https://www.documenters.org/meetings/midway-noise-compatibility-commission-meeting-27082/,,6072 S Archer Ave,,Chicago,IL,60638,41.79498,-87.76895
1557,Cook County Health and Hospitals System,9,Meetings of the Board of Directors,2018-01-26,Friday,9:00:00,12:00:00,Passed,https://www.documenters.org/meetings/meetings-of-the-board-of-directors-1557/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
16527,Cook County Health and Hospitals System,9,Board of Directors,2018-01-26,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-16527/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
7086,Chicago Special Service Area #21 Lincoln Square,56,Lincoln Square Neighborhood Improvement Program,2018-01-29,Monday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/lincoln-square-neighborhood-improvement-program-7086/,,4620 N Lincoln Ave,,Chicago,IL,,41.96536,-87.68654
7804,"Chicago City Council Committee on Economic, Capital and Technology Development",13,"Committee on Economic, Capital and Technology Development",2018-01-29,Monday,13:30:00,15:30:00,Passed,https://www.documenters.org/meetings/committee-on-economic-capital-and-technology-development-7804/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
